Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Badge (product.metafields.custom.badge),Emotional Axes (product.metafields.custom.emotional_axes),Focus Keyword (product.metafields.custom.focus_keyword),Highlights (product.metafields.custom.highlights),SEO Keywords (product.metafields.custom.seo_keywords),Shipping Note (product.metafields.custom.shipping_note),Short Description (product.metafields.custom.short_description),Trust Badges (product.metafields.custom.trust_badges),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Has SEO Tags (product.metafields.seo.has_seo_tags),Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Bristle material (product.metafields.shopify.bristle-material),Bristle shape (product.metafields.shopify.bristle-shape),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Hair type (product.metafields.shopify.hair-type),Hold level (product.metafields.shopify.hold-level),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Moisturizer type (product.metafields.shopify.moisturizer-type),Product form (product.metafields.shopify.product-form),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Skin care effect (product.metafields.shopify.skin-care-effect),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Category,Product Type,Persona,Trend,Season,Vibe,Material,Silhouette,Detail,MVQ Persona,MVQ Editorial Style,MVQ Frames Count,MVQ Editorial Score,MVQ SEO Score,MVQ Alt Score,MVQ Detection Confidence,MVQ Persona Confidence,MVQ Category,MVQ Product Type
music-flower-brand-6-color-shimmer-liquid-eyeliner-pen-brightening-eyes-makeup-eye-liner-pencil-waterproof-quick-drying-eyelid,music-flower-brand-6-color-shimmer-liquid-eyeliner-pen-brightening-eye,music-flower-brand-6-color-shimmer-liquid-eyeliner-pen-brightening-eyes-makeup-eye-liner-pencil-waterproof-quick-drying-eyelid,,,,,,,06,,,,,,,,FF0449AD6E1543688EFC0DC7484BAECB,50.0,shopify,continue,manual,11.89,15.22,true,true,,,,,,,,,,music-flower-brand-6-color-shimmer-liquid-eyeliner-pen-brightening-eye,music-flower-brand-6-color-shimmer-liquid-eyeliner-pen-brightening-eyes-makeup-eye-liner-pencil-waterproof-quick-drying-eyelid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.64,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
music-flower-brand-6-color-shimmer-liquid-eyeliner-pen-brightening-eyes-makeup-eye-liner-pencil-waterproof-quick-drying-eyelid,music-flower-brand-6-color-shimmer-liquid-eyeliner-pen-brightening-eye,music-flower-brand-6-color-shimmer-liquid-eyeliner-pen-brightening-eyes-makeup-eye-liner-pencil-waterproof-quick-drying-eyelid,,,,,,,03,,,,,,,,417D59B6E73141D088156D1D2784775C,50.0,shopify,continue,manual,11.89,15.22,true,true,,,,,,,,,,music-flower-brand-6-color-shimmer-liquid-eyeliner-pen-brightening-eye,music-flower-brand-6-color-shimmer-liquid-eyeliner-pen-brightening-eyes-makeup-eye-liner-pencil-waterproof-quick-drying-eyelid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.64,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
music-flower-brand-6-color-shimmer-liquid-eyeliner-pen-brightening-eyes-makeup-eye-liner-pencil-waterproof-quick-drying-eyelid,music-flower-brand-6-color-shimmer-liquid-eyeliner-pen-brightening-eye,music-flower-brand-6-color-shimmer-liquid-eyeliner-pen-brightening-eyes-makeup-eye-liner-pencil-waterproof-quick-drying-eyelid,,,,,,,05,,,,,,,,8AC2084CAF954F4883D2975E957343C8,50.0,shopify,continue,manual,11.89,15.22,true,true,,,,,,,,,,music-flower-brand-6-color-shimmer-liquid-eyeliner-pen-brightening-eye,music-flower-brand-6-color-shimmer-liquid-eyeliner-pen-brightening-eyes-makeup-eye-liner-pencil-waterproof-quick-drying-eyelid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.64,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth-color-eye-shadow-cream-pen,UBUB Double Color Stereo Gradient Velvet Shimmer Eyeshadow Stick Earth,"Feature: -Double color combination, natural dizzy catch, build three-dimensional sense-and eye makeup; -From daily makeup to sootiness makeup, create changeable makeup style easily; -Creamy texture, soft fit the skin, protect the fragile eye skin, don't fly powder, lasting makeup look. Details: Brand: UBUB Net Weight: 8g/0.28 fl.oz Size: 3*2*10 CM Quality Safe Guarantee Health Licenece: GD.FDA29-XK-3276 Produce Licence: XK16-108 8553 Executive Standard: QB/T1976-2004 How To Use: First taking down the metal cover,and then go to push the right button to push a small part of the paste. Packing Content: 1* UBUB Eye Shadow Pen 1* Retail Package Packing weight:1.41oz/40g Packing size:1.9*1.9*0.7in/5*5*2cm Caution: 1. Please do not for purposes other than makeup. 2. Please do not put in direct sunlight or temperature is too high or too low. 3. Keep out of the reach of children.",eprolo,,,"beauty, eprolo, runCode.tagsToAdd, Under 25",true,Title,01,,,,,,,,1BB7C892C98C480295752A74CC55FE7C,100.0,shopify,continue,manual,13.34,17.08,true,true,,,,,,,,,false,UBUB Double Color Stereo Gradient Velvet Shimmer Eyeshadow Stick Earth,"Feature: -Double color combination, natural dizzy catch, build three-dimensional sense-and eye makeup; -From daily makeup to sootiness makeup, create changeable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.64,active,beauty,eyeshadow,Romantic Visionary,romantic revival,summer,romantic,velvet,stick,['buttons'],Romantic Visionary,commercial,0,0,60,100,0.9,0.9,beauty,eyeshadow
ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth-color-eye-shadow-cream-pen,ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth,ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth-color-eye-shadow-cream-pen,,,,,,,03,,,,,,,,FC21BC8B6DC74A91A6A2C98F32E7F918,100.0,shopify,continue,manual,13.34,17.08,true,true,,,,,,,,,,ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth,ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth-color-eye-shadow-cream-pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.64,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth-color-eye-shadow-cream-pen,ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth,ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth-color-eye-shadow-cream-pen,,,,,,,05,,,,,,,,2E42D819E5424F43837033C39F32DD7F,100.0,shopify,continue,manual,13.34,17.08,true,true,,,,,,,,,,ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth,ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth-color-eye-shadow-cream-pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.64,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth-color-eye-shadow-cream-pen,ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth,ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth-color-eye-shadow-cream-pen,,,,,,,07,,,,,,,,C55FB74B0F6B4B65971CA9E142417C9F,100.0,shopify,continue,manual,13.34,17.08,true,true,,,,,,,,,,ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth,ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth-color-eye-shadow-cream-pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.64,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth-color-eye-shadow-cream-pen,ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth,ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth-color-eye-shadow-cream-pen,,,,,,,08,,,,,,,,E7D68075FC9C4BA1B5985865A4D2080B,100.0,shopify,continue,manual,13.34,17.08,true,true,,,,,,,,,,ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth,ubub-double-color-stereo-gradient-velvet-shimmer-eyeshadow-stick-earth-color-eye-shadow-cream-pen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.64,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,MYS Brand Beauty Matte Lipstick Long Lasting Tint Lips Cosmetics Lipgl,Type: Lipstick Benefit: Easy to Wear NET WT: 3G Size: Full Size Model Number: lipstick Quantity: 1 Ingredient: mineral,eprolo,,,"beauty, eprolo, runCode.tagsToAdd, Under 25",true,Color,101,,,,,,,,61AD16B47D5D4937846B93D1B13641B0,80.0,shopify,continue,manual,11.97,15.32,true,true,,,,,,,,,false,MYS Brand Beauty Matte Lipstick Long Lasting Tint Lips Cosmetics Lipgl,Type: Lipstick Benefit: Easy to Wear NET WT: 3G Size: Full Size Model Number: lipstick Quantity: 1 Ingredient: mineral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,active,beauty,lipstick,,,,,,stick,['matte finish'],,commercial,0,0,60,100,0.9,0.9,beauty,lipstick
mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,105,,,,,,,,DF70A2491A7F4C3D93B5A7F1BC98EB38,80.0,shopify,continue,manual,11.97,15.32,true,true,,,,,,,,,,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,107,,,,,,,,27DC8101A1B7486B80CF4FB33904FC29,80.0,shopify,continue,manual,11.97,15.32,true,true,,,,,,,,,,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,108,,,,,,,,216173CE43CD4D64829D839BE4241B10,80.0,shopify,continue,manual,11.97,15.32,true,true,,,,,,,,,,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,109,,,,,,,,C7C83B9A2E5B4F74AD468B184B3EAA54,80.0,shopify,continue,manual,11.97,15.32,true,true,,,,,,,,,,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,112,,,,,,,,DD9432A0CDC240CFBC40CEF7DCDA9916,80.0,shopify,continue,manual,11.97,15.32,true,true,,,,,,,,,,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,113,,,,,,,,8B5EC42D9E914FC8BDF224618ECD939F,80.0,shopify,continue,manual,11.97,15.32,true,true,,,,,,,,,,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,114,,,,,,,,A5C4169964C344299E0E226A510AFDB7,80.0,shopify,continue,manual,11.97,15.32,true,true,,,,,,,,,,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,116,,,,,,,,02204E43BEF44663AF269C4C52AE506A,80.0,shopify,continue,manual,11.97,15.32,true,true,,,,,,,,,,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,201,,,,,,,,A328D1795F424A72BB4675DB3AAB7BA0,80.0,shopify,continue,manual,11.97,15.32,true,true,,,,,,,,,,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,202,,,,,,,,26BE39DF0E2C4AD590C454F0CF06D421,80.0,shopify,continue,manual,11.97,15.32,true,true,,,,,,,,,,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,203,,,,,,,,2508CE65D18940A7AC8E6AFC28F7A493,80.0,shopify,continue,manual,11.97,15.32,true,true,,,,,,,,,,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgl,mys-brand-beauty-matte-lipstick-long-lasting-tint-lips-cosmetics-lipgloss-maquiagem-makeup-red-batom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,MYS Brand Makeup Matte Liquid Lipstick Tint Waterproof Make Up Long La,Type: Lipstick Benefit: Waterproof / Water-Resistant NET WT: 6G Size: Full Size Model Number: MYS matter lipstick Quantity: 1 Ingredient: mineral,eprolo,,,"beauty, eprolo, runCode.tagsToAdd, Under 25",true,Color,01,,,,,,,,F511868ABD734A7C9B2319577D5CFD39,50.0,shopify,continue,manual,11.11,14.22,true,true,,,,,,,,,false,MYS Brand Makeup Matte Liquid Lipstick Tint Waterproof Make Up Long La,Type: Lipstick Benefit: Waterproof / Water-Resistant NET WT: 6G Size: Full Size Model Number: MYS matter lipstick Quantity: 1 Ingredient: mineral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,active,beauty,lipstick,,,,,,stick,['matte finish'],,commercial,0,0,60,100,0.9,0.9,beauty,lipstick
mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-la,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,,,,,,,03,,,,,,,,A963BC0C603043E39E157DFC0F740633,50.0,shopify,continue,manual,11.11,14.22,true,true,,,,,,,,,,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-la,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-la,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,,,,,,,05,,,,,,,,C6549C1EE2634E589A1D96067638413A,50.0,shopify,continue,manual,11.11,14.22,true,true,,,,,,,,,,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-la,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-la,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,,,,,,,06,,,,,,,,D64936DAF4C5441E8CDE57BCCDEEF9E0,50.0,shopify,continue,manual,11.11,14.22,true,true,,,,,,,,,,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-la,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-la,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,,,,,,,07,,,,,,,,32B2CE8466434D1D8F4B67864E013DB6,50.0,shopify,continue,manual,11.11,14.22,true,true,,,,,,,,,,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-la,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-la,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,,,,,,,08,,,,,,,,7D2315B61F2A4F5087BE6CF3CC82DE99,50.0,shopify,continue,manual,11.11,14.22,true,true,,,,,,,,,,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-la,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-la,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,,,,,,,09,,,,,,,,717E765AF41741CF99C8914594DD0B7E,50.0,shopify,continue,manual,11.11,14.22,true,true,,,,,,,,,,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-la,mys-brand-makeup-matte-liquid-lipstick-tint-waterproof-make-up-long-lasting-lip-stick-nude-lip-gloss-cosmetics-batom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.27,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
